certification_id,employee_id,cert_name,cert_level,issue_date,expiry_date,status
1132,458,Teleportation Accuracy,Intermediate,2020-01-25,2022-01-25,Expired
1133,458,Defensive Charms,Master,2022-07-20,2027-07-20,Expired
1134,458,Muggle Interaction Training,Beginner,2023-09-24,2027-09-24,Expired
1135,459,Wand Safety 101,Intermediate,2023-04-27,2026-04-27,Expired
1136,460,Defensive Charms,Intermediate,2024-10-05,2026-10-05,Revoked
1137,460,Defensive Charms,Beginner,2017-08-30,2022-08-30,Expired
1138,460,Herbology Essentials,Intermediate,2025-01-30,2027-01-30,Valid
1139,461,Muggle Interaction Training,Intermediate,2024-12-02,2028-12-02,Valid
1140,461,Potion Brewing Basics,Intermediate,2019-08-19,2023-08-19,Valid
1141,461,Defensive Charms,Intermediate,2022-09-19,2025-09-19,Expired
1142,461,Wand Safety 101,Master,2017-05-09,2019-05-09,Revoked
1143,462,Muggle Interaction Training,Beginner,2016-11-21,2020-11-21,Expired
1144,462,Defensive Charms,Master,2017-06-15,2021-06-15,Expired
1145,462,Advanced Spell Theory,Master,2023-07-15,2025-07-15,Valid
1146,462,Potion Brewing Basics,Intermediate,2015-04-06,2016-04-06,Revoked
1147,463,Advanced Spell Theory,Master,2020-09-09,2021-09-09,Revoked
1148,464,Teleportation Accuracy,Master,2024-12-08,2025-12-08,Valid
1149,465,Dark Magic Identification,Intermediate,2023-11-02,2027-11-02,Expired
1150,465,Muggle Interaction Training,Intermediate,2023-10-19,2026-10-19,Expired
1151,465,Potion Brewing Basics,Master,2018-03-14,2021-03-14,Revoked
1152,465,Magical Ethics,Beginner,2021-01-11,2022-01-11,Revoked
1153,466,Dark Magic Identification,Beginner,2017-05-06,2018-05-06,Expired
1154,466,Magical Ethics,Beginner,2025-03-01,2030-03-01,Expired
1155,467,Wand Safety 101,Beginner,2018-12-27,2019-12-27,Expired
1156,467,Teleportation Accuracy,Intermediate,2020-05-24,2023-05-24,Valid
1157,467,Advanced Spell Theory,Intermediate,2025-02-04,2028-02-04,Revoked
1158,468,Potion Brewing Basics,Intermediate,2018-03-11,2021-03-11,Revoked
1159,468,Dark Magic Identification,Beginner,2023-12-09,2025-12-09,Valid
1160,468,Muggle Interaction Training,Beginner,2015-09-26,2018-09-26,Revoked
1161,469,Potion Brewing Basics,Master,2017-10-06,2019-10-06,Valid
1162,470,Defensive Charms,Master,2017-10-16,2019-10-16,Valid
1163,470,Muggle Interaction Training,Beginner,2022-10-27,2024-10-27,Valid
1164,470,Wand Safety 101,Beginner,2021-09-04,2025-09-04,Expired
1165,470,Wand Safety 101,Beginner,2017-05-30,2021-05-30,Revoked
1166,471,Muggle Interaction Training,Intermediate,2021-07-21,2022-07-21,Valid
1167,472,Magical Ethics,Beginner,2017-08-13,2021-08-13,Expired
1168,472,Magical Ethics,Beginner,2015-11-12,2019-11-12,Expired
1169,473,Herbology Essentials,Intermediate,2022-09-28,2023-09-28,Expired
1170,473,Wand Safety 101,Beginner,2017-06-23,2019-06-23,Expired
1171,474,Muggle Interaction Training,Beginner,2022-11-09,2024-11-09,Revoked
1172,474,Advanced Spell Theory,Beginner,2019-09-25,2024-09-25,Valid
1173,474,Potion Brewing Basics,Beginner,2020-05-20,2025-05-20,Expired
1174,475,Advanced Spell Theory,Beginner,2018-01-08,2022-01-08,Valid
1175,475,Dark Magic Identification,Beginner,2020-10-18,2021-10-18,Revoked
1176,475,Advanced Spell Theory,Intermediate,2024-06-09,2029-06-09,Valid
1177,476,Herbology Essentials,Intermediate,2018-10-06,2021-10-06,Valid
1178,476,Wand Safety 101,Master,2015-06-20,2020-06-20,Expired
1179,477,Defensive Charms,Beginner,2021-10-17,2025-10-17,Valid
1180,477,Teleportation Accuracy,Beginner,2024-08-25,2026-08-25,Valid
1181,477,Defensive Charms,Intermediate,2024-04-01,2027-04-01,Revoked
1182,477,Herbology Essentials,Intermediate,2019-08-04,2023-08-04,Revoked
1183,478,Defensive Charms,Beginner,2022-02-24,2025-02-24,Valid
1184,479,Dark Magic Identification,Master,2019-09-15,2023-09-15,Expired
1185,479,Defensive Charms,Intermediate,2019-12-12,2024-12-12,Valid
1186,479,Defensive Charms,Beginner,2016-08-29,2018-08-29,Revoked
1187,479,Herbology Essentials,Intermediate,2024-12-19,2027-12-19,Revoked
1188,480,Defensive Charms,Beginner,2015-06-16,2019-06-16,Revoked
1189,481,Wand Safety 101,Intermediate,2015-07-29,2017-07-29,Revoked
1190,482,Teleportation Accuracy,Beginner,2024-11-07,2027-11-07,Valid
1191,482,Muggle Interaction Training,Intermediate,2020-07-16,2025-07-16,Expired
1192,482,Dark Magic Identification,Beginner,2019-10-07,2021-10-07,Valid
1193,483,Wand Safety 101,Master,2017-01-26,2018-01-26,Expired
1194,484,Herbology Essentials,Master,2015-04-05,2017-04-05,Revoked
1195,484,Magical Ethics,Intermediate,2016-06-18,2019-06-18,Valid
1196,485,Teleportation Accuracy,Intermediate,2020-09-26,2025-09-26,Valid
1197,485,Dark Magic Identification,Beginner,2025-02-05,2030-02-05,Valid
1198,486,Muggle Interaction Training,Beginner,2018-07-02,2019-07-02,Valid
1199,486,Advanced Spell Theory,Master,2023-01-29,2028-01-29,Valid
1200,486,Defensive Charms,Intermediate,2020-07-15,2024-07-15,Expired
1201,487,Herbology Essentials,Master,2022-09-16,2023-09-16,Revoked
1202,487,Herbology Essentials,Master,2024-02-26,2026-02-26,Revoked
1203,487,Teleportation Accuracy,Beginner,2021-08-03,2026-08-03,Revoked
1204,487,Herbology Essentials,Beginner,2023-04-20,2026-04-20,Expired
1205,488,Wand Safety 101,Intermediate,2018-12-12,2020-12-12,Revoked
1206,488,Teleportation Accuracy,Intermediate,2018-04-16,2021-04-16,Valid
1207,488,Teleportation Accuracy,Master,2024-09-25,2026-09-25,Revoked
1208,489,Potion Brewing Basics,Master,2023-03-03,2026-03-03,Valid
1209,489,Muggle Interaction Training,Intermediate,2015-09-25,2018-09-25,Expired
1210,489,Herbology Essentials,Master,2024-07-06,2029-07-06,Valid
1211,489,Magical Ethics,Beginner,2019-08-17,2020-08-17,Revoked
1212,490,Herbology Essentials,Intermediate,2020-12-28,2021-12-28,Revoked
1213,491,Potion Brewing Basics,Master,2018-07-23,2023-07-23,Revoked
1214,492,Herbology Essentials,Beginner,2017-10-16,2018-10-16,Expired
1215,493,Defensive Charms,Intermediate,2017-08-05,2018-08-05,Valid
1216,493,Wand Safety 101,Beginner,2017-01-10,2019-01-10,Valid
1217,493,Herbology Essentials,Master,2016-12-20,2020-12-20,Expired
1218,494,Teleportation Accuracy,Beginner,2015-06-06,2020-06-06,Expired
1219,494,Potion Brewing Basics,Master,2016-04-13,2018-04-13,Revoked
1220,494,Dark Magic Identification,Master,2018-09-23,2021-09-23,Valid
1221,495,Muggle Interaction Training,Intermediate,2024-11-25,2027-11-25,Revoked
1222,495,Advanced Spell Theory,Master,2022-04-22,2026-04-22,Expired
1223,495,Dark Magic Identification,Master,2024-12-19,2029-12-19,Expired
1224,496,Herbology Essentials,Beginner,2023-08-06,2024-08-06,Valid
1225,496,Wand Safety 101,Intermediate,2023-08-24,2025-08-24,Revoked
1226,497,Herbology Essentials,Beginner,2019-05-05,2022-05-05,Revoked
1227,497,Advanced Spell Theory,Beginner,2022-07-02,2027-07-02,Revoked
1228,497,Magical Ethics,Beginner,2021-12-02,2023-12-02,Expired
1229,497,Wand Safety 101,Beginner,2021-08-17,2025-08-17,Valid
1230,498,Potion Brewing Basics,Intermediate,2024-06-18,2029-06-18,Revoked
1231,498,Advanced Spell Theory,Intermediate,2020-07-07,2023-07-07,Valid
1232,498,Potion Brewing Basics,Intermediate,2024-04-06,2027-04-06,Valid
1233,499,Wand Safety 101,Intermediate,2018-02-05,2023-02-05,Revoked
1234,499,Defensive Charms,Intermediate,2019-09-02,2022-09-02,Expired
1235,500,Herbology Essentials,Beginner,2016-06-08,2019-06-08,Valid
1236,500,Defensive Charms,Intermediate,2023-08-04,2024-08-04,Expired
1237,501,Magical Ethics,Intermediate,2019-09-17,2023-09-17,Expired
1238,501,Herbology Essentials,Beginner,2023-11-29,2027-11-29,Revoked
1239,501,Magical Ethics,Beginner,2016-07-15,2019-07-15,Valid
1240,501,Potion Brewing Basics,Beginner,2021-10-24,2023-10-24,Valid
1241,502,Advanced Spell Theory,Master,2019-08-23,2023-08-23,Revoked
1242,502,Defensive Charms,Master,2021-07-04,2022-07-04,Expired
1243,502,Potion Brewing Basics,Beginner,2015-05-22,2018-05-22,Expired
1244,503,Wand Safety 101,Master,2023-05-04,2026-05-04,Revoked
1245,503,Wand Safety 101,Intermediate,2016-11-20,2019-11-20,Valid
1246,504,Magical Ethics,Master,2019-01-15,2024-01-15,Revoked
1247,504,Dark Magic Identification,Master,2016-10-10,2020-10-10,Revoked
1248,504,Advanced Spell Theory,Intermediate,2020-03-09,2021-03-09,Expired
1249,505,Wand Safety 101,Beginner,2019-08-13,2020-08-13,Expired
1250,505,Teleportation Accuracy,Master,2021-02-07,2023-02-07,Revoked
1251,506,Defensive Charms,Intermediate,2023-05-02,2027-05-02,Revoked
1252,506,Muggle Interaction Training,Intermediate,2021-06-08,2025-06-08,Expired
1253,506,Dark Magic Identification,Intermediate,2020-06-04,2025-06-04,Expired
1254,507,Herbology Essentials,Beginner,2016-03-30,2021-03-30,Expired
1255,507,Dark Magic Identification,Beginner,2015-06-23,2019-06-23,Revoked
1256,507,Muggle Interaction Training,Intermediate,2019-05-25,2022-05-25,Revoked
1257,508,Wand Safety 101,Beginner,2020-02-02,2021-02-02,Expired
1258,508,Potion Brewing Basics,Beginner,2017-05-30,2020-05-30,Valid
1259,508,Wand Safety 101,Intermediate,2018-01-13,2019-01-13,Expired
1260,509,Teleportation Accuracy,Beginner,2023-10-02,2027-10-02,Valid
1261,509,Wand Safety 101,Intermediate,2022-03-08,2023-03-08,Valid
1262,509,Magical Ethics,Beginner,2024-07-01,2029-07-01,Valid
1263,510,Teleportation Accuracy,Master,2015-10-14,2016-10-14,Valid
1264,510,Defensive Charms,Intermediate,2015-09-12,2019-09-12,Expired
1265,510,Herbology Essentials,Intermediate,2021-12-23,2022-12-23,Valid
1266,511,Teleportation Accuracy,Intermediate,2018-10-07,2022-10-07,Valid
1267,512,Potion Brewing Basics,Master,2017-10-07,2022-10-07,Expired
1268,513,Potion Brewing Basics,Master,2022-05-02,2025-05-02,Valid
1269,513,Herbology Essentials,Master,2020-01-31,2025-01-31,Expired
1270,513,Dark Magic Identification,Intermediate,2018-10-25,2019-10-25,Valid
1271,514,Teleportation Accuracy,Beginner,2022-02-27,2023-02-27,Valid
1272,515,Teleportation Accuracy,Master,2023-07-12,2024-07-12,Valid
1273,515,Dark Magic Identification,Intermediate,2021-10-20,2023-10-20,Expired
1274,515,Defensive Charms,Intermediate,2023-05-19,2025-05-19,Revoked
1275,516,Magical Ethics,Master,2024-01-17,2025-01-17,Revoked
1276,516,Magical Ethics,Intermediate,2017-03-24,2020-03-24,Valid
1277,516,Teleportation Accuracy,Master,2019-07-12,2021-07-12,Valid
1278,516,Defensive Charms,Beginner,2016-08-16,2021-08-16,Revoked
1279,517,Wand Safety 101,Master,2019-06-18,2021-06-18,Revoked
1280,518,Advanced Spell Theory,Master,2018-09-06,2019-09-06,Valid
1281,518,Defensive Charms,Intermediate,2018-09-14,2019-09-14,Expired
1282,519,Magical Ethics,Intermediate,2023-11-07,2026-11-07,Revoked
1283,519,Defensive Charms,Master,2016-10-29,2019-10-29,Valid
1284,520,Wand Safety 101,Master,2021-04-24,2025-04-24,Valid
1285,520,Dark Magic Identification,Beginner,2016-12-06,2019-12-06,Revoked
1286,520,Wand Safety 101,Intermediate,2018-01-10,2020-01-10,Valid
1287,521,Teleportation Accuracy,Beginner,2017-03-24,2021-03-24,Valid
1288,521,Wand Safety 101,Intermediate,2021-10-07,2022-10-07,Revoked
1289,521,Muggle Interaction Training,Master,2021-08-17,2025-08-17,Revoked
1290,522,Magical Ethics,Intermediate,2020-07-02,2021-07-02,Expired
1291,522,Magical Ethics,Beginner,2019-04-20,2020-04-20,Revoked
1292,522,Teleportation Accuracy,Beginner,2023-09-02,2026-09-02,Revoked
1293,522,Herbology Essentials,Master,2022-05-20,2026-05-20,Expired
1294,523,Herbology Essentials,Master,2020-02-20,2023-02-20,Valid
1295,524,Potion Brewing Basics,Intermediate,2019-02-09,2020-02-09,Valid
1296,524,Teleportation Accuracy,Intermediate,2017-05-30,2018-05-30,Expired
1297,524,Advanced Spell Theory,Intermediate,2019-09-22,2021-09-22,Revoked
1298,524,Dark Magic Identification,Master,2024-12-20,2025-12-20,Valid
1299,525,Potion Brewing Basics,Master,2018-09-08,2022-09-08,Expired
1300,525,Muggle Interaction Training,Beginner,2017-01-29,2022-01-29,Valid
1301,525,Potion Brewing Basics,Intermediate,2023-07-30,2028-07-30,Revoked
1302,525,Herbology Essentials,Intermediate,2022-04-03,2027-04-03,Expired
1303,526,Advanced Spell Theory,Beginner,2022-03-30,2023-03-30,Valid
1304,526,Advanced Spell Theory,Master,2017-06-14,2021-06-14,Revoked
1305,526,Defensive Charms,Beginner,2022-10-31,2026-10-31,Revoked
1306,527,Wand Safety 101,Master,2024-12-25,2025-12-25,Expired
1307,528,Herbology Essentials,Intermediate,2016-08-08,2020-08-08,Expired
1308,529,Muggle Interaction Training,Beginner,2024-07-27,2025-07-27,Valid
1309,530,Muggle Interaction Training,Intermediate,2024-10-06,2027-10-06,Valid
1310,530,Advanced Spell Theory,Beginner,2020-09-12,2024-09-12,Revoked
1311,530,Advanced Spell Theory,Master,2018-10-24,2020-10-24,Valid
1312,531,Magical Ethics,Beginner,2015-05-04,2019-05-04,Revoked
1313,532,Herbology Essentials,Intermediate,2025-02-28,2027-02-28,Expired
1314,532,Muggle Interaction Training,Master,2016-05-23,2017-05-23,Revoked
1315,532,Defensive Charms,Beginner,2021-11-25,2022-11-25,Expired
1316,533,Teleportation Accuracy,Beginner,2021-09-16,2026-09-16,Valid
1317,534,Wand Safety 101,Intermediate,2019-03-11,2022-03-11,Revoked
1318,534,Magical Ethics,Intermediate,2021-06-24,2024-06-24,Revoked
1319,534,Herbology Essentials,Beginner,2023-06-13,2028-06-13,Expired
1320,534,Potion Brewing Basics,Master,2018-10-16,2020-10-16,Expired
1321,535,Wand Safety 101,Beginner,2016-01-04,2019-01-04,Expired
1322,535,Herbology Essentials,Intermediate,2021-04-07,2025-04-07,Expired
1323,535,Advanced Spell Theory,Master,2022-06-03,2025-06-03,Revoked
1324,535,Magical Ethics,Intermediate,2016-07-23,2021-07-23,Valid
1325,536,Wand Safety 101,Intermediate,2020-09-11,2022-09-11,Valid
1326,536,Defensive Charms,Intermediate,2025-02-12,2029-02-12,Revoked
1327,536,Wand Safety 101,Beginner,2024-09-06,2025-09-06,Valid
1328,537,Wand Safety 101,Beginner,2016-07-15,2020-07-15,Revoked
1329,537,Advanced Spell Theory,Beginner,2020-08-28,2021-08-28,Revoked
1330,538,Magical Ethics,Intermediate,2015-08-30,2020-08-30,Revoked
1331,539,Wand Safety 101,Beginner,2015-10-29,2016-10-29,Expired
1332,539,Wand Safety 101,Master,2021-11-18,2024-11-18,Expired
1333,539,Advanced Spell Theory,Beginner,2019-04-01,2021-04-01,Expired
1334,539,Muggle Interaction Training,Master,2024-08-26,2025-08-26,Revoked
1335,540,Potion Brewing Basics,Master,2016-09-19,2020-09-19,Revoked
1336,540,Herbology Essentials,Master,2017-01-13,2018-01-13,Revoked
1337,540,Wand Safety 101,Beginner,2018-03-05,2021-03-05,Valid
1338,541,Advanced Spell Theory,Master,2016-03-12,2020-03-12,Expired
1339,541,Teleportation Accuracy,Intermediate,2021-05-18,2026-05-18,Valid
1340,541,Wand Safety 101,Intermediate,2023-04-14,2025-04-14,Valid
1341,542,Magical Ethics,Beginner,2020-07-06,2025-07-06,Revoked
1342,542,Teleportation Accuracy,Intermediate,2017-05-27,2019-05-27,Expired
1343,543,Teleportation Accuracy,Intermediate,2017-03-06,2020-03-06,Revoked
1344,544,Dark Magic Identification,Beginner,2022-06-14,2027-06-14,Expired
1345,544,Defensive Charms,Master,2021-12-28,2024-12-28,Expired
1346,545,Muggle Interaction Training,Master,2016-02-26,2018-02-26,Valid
1347,545,Wand Safety 101,Intermediate,2018-11-01,2021-11-01,Expired
1348,545,Wand Safety 101,Intermediate,2017-04-09,2019-04-09,Revoked
1349,546,Magical Ethics,Intermediate,2015-04-17,2018-04-17,Revoked
1350,546,Magical Ethics,Beginner,2015-10-04,2017-10-04,Valid
1351,546,Defensive Charms,Master,2015-09-01,2018-09-01,Valid
1352,546,Herbology Essentials,Intermediate,2016-01-12,2017-01-12,Revoked
1353,547,Advanced Spell Theory,Intermediate,2015-08-10,2017-08-10,Revoked
1354,548,Herbology Essentials,Beginner,2025-01-01,2028-01-01,Expired
1355,548,Magical Ethics,Master,2019-07-03,2022-07-03,Valid
1356,548,Teleportation Accuracy,Beginner,2021-03-18,2024-03-18,Valid
1357,548,Defensive Charms,Master,2019-11-05,2021-11-05,Valid
1358,549,Magical Ethics,Master,2015-08-09,2019-08-09,Expired
1359,549,Dark Magic Identification,Intermediate,2019-12-30,2020-12-30,Expired
1360,550,Potion Brewing Basics,Intermediate,2017-05-23,2018-05-23,Expired
1361,551,Defensive Charms,Beginner,2017-01-13,2018-01-13,Valid
1362,551,Teleportation Accuracy,Beginner,2020-08-24,2024-08-24,Revoked
1363,552,Defensive Charms,Master,2020-08-30,2023-08-30,Revoked
1364,553,Herbology Essentials,Master,2023-07-11,2024-07-11,Expired
1365,553,Wand Safety 101,Master,2025-01-02,2026-01-02,Expired
1366,553,Magical Ethics,Intermediate,2019-03-22,2023-03-22,Revoked
1367,554,Dark Magic Identification,Master,2021-12-28,2023-12-28,Valid
1368,554,Potion Brewing Basics,Beginner,2023-07-15,2028-07-15,Valid
1369,554,Wand Safety 101,Beginner,2015-08-23,2020-08-23,Valid
1370,554,Teleportation Accuracy,Master,2021-12-01,2026-12-01,Revoked
1371,555,Magical Ethics,Master,2024-08-10,2028-08-10,Valid
1372,555,Magical Ethics,Intermediate,2022-07-07,2026-07-07,Revoked
1373,555,Wand Safety 101,Master,2017-05-19,2019-05-19,Revoked
1374,556,Potion Brewing Basics,Master,2016-06-24,2021-06-24,Revoked
1375,556,Defensive Charms,Beginner,2020-10-18,2024-10-18,Revoked
1376,556,Potion Brewing Basics,Intermediate,2022-10-27,2027-10-27,Revoked
1377,556,Dark Magic Identification,Intermediate,2017-04-02,2020-04-02,Valid
1378,557,Advanced Spell Theory,Intermediate,2023-12-28,2028-12-28,Revoked
1379,558,Advanced Spell Theory,Master,2023-05-14,2024-05-14,Valid
1380,558,Advanced Spell Theory,Master,2016-01-21,2018-01-21,Valid
1381,559,Advanced Spell Theory,Beginner,2017-11-18,2022-11-18,Revoked
1382,559,Teleportation Accuracy,Intermediate,2020-04-01,2022-04-01,Valid
1383,559,Herbology Essentials,Beginner,2025-02-15,2030-02-15,Expired
1384,560,Magical Ethics,Master,2023-04-30,2024-04-30,Revoked
1385,560,Defensive Charms,Master,2023-04-10,2025-04-10,Revoked
1386,560,Potion Brewing Basics,Beginner,2019-11-04,2023-11-04,Valid
1387,561,Herbology Essentials,Intermediate,2016-12-27,2018-12-27,Valid
1388,561,Teleportation Accuracy,Master,2017-11-21,2018-11-21,Expired
1389,562,Herbology Essentials,Intermediate,2020-06-14,2022-06-14,Revoked
1390,562,Teleportation Accuracy,Master,2021-02-23,2025-02-23,Expired
1391,563,Herbology Essentials,Beginner,2022-11-17,2025-11-17,Revoked
1392,563,Wand Safety 101,Intermediate,2024-09-12,2028-09-12,Revoked
1393,563,Teleportation Accuracy,Beginner,2016-02-09,2020-02-09,Expired
1394,563,Wand Safety 101,Master,2019-01-06,2023-01-06,Revoked
1395,564,Potion Brewing Basics,Master,2016-06-11,2021-06-11,Revoked
1396,564,Dark Magic Identification,Master,2024-11-01,2028-11-01,Expired
1397,564,Advanced Spell Theory,Beginner,2016-02-29,2017-02-29,Expired
1398,564,Advanced Spell Theory,Master,2015-10-04,2016-10-04,Valid
1399,565,Dark Magic Identification,Beginner,2018-07-06,2021-07-06,Expired
1400,565,Herbology Essentials,Master,2017-03-03,2021-03-03,Revoked
1401,565,Teleportation Accuracy,Beginner,2022-06-14,2027-06-14,Expired
1402,565,Wand Safety 101,Master,2015-11-17,2017-11-17,Expired
1403,566,Muggle Interaction Training,Master,2016-02-10,2017-02-10,Expired
1404,566,Dark Magic Identification,Master,2016-05-13,2017-05-13,Expired
1405,567,Muggle Interaction Training,Intermediate,2020-08-04,2021-08-04,Expired
1406,567,Herbology Essentials,Beginner,2019-09-26,2024-09-26,Valid
1407,567,Wand Safety 101,Intermediate,2016-07-29,2020-07-29,Expired
1408,567,Advanced Spell Theory,Intermediate,2024-09-11,2025-09-11,Valid
1409,568,Dark Magic Identification,Intermediate,2021-03-18,2022-03-18,Expired
1410,569,Advanced Spell Theory,Master,2019-01-10,2024-01-10,Revoked
1411,569,Defensive Charms,Master,2018-04-14,2022-04-14,Revoked
1412,569,Herbology Essentials,Intermediate,2021-04-10,2023-04-10,Revoked
1413,570,Magical Ethics,Intermediate,2023-12-21,2027-12-21,Valid
1414,570,Herbology Essentials,Intermediate,2020-12-18,2025-12-18,Valid
1415,570,Wand Safety 101,Master,2017-10-10,2022-10-10,Valid
1416,570,Wand Safety 101,Master,2023-03-07,2026-03-07,Expired
1417,571,Defensive Charms,Master,2021-09-12,2026-09-12,Valid
1418,571,Herbology Essentials,Beginner,2016-06-28,2020-06-28,Valid
1419,572,Dark Magic Identification,Beginner,2023-04-29,2025-04-29,Revoked
1420,572,Advanced Spell Theory,Master,2021-10-12,2024-10-12,Expired
1421,573,Advanced Spell Theory,Master,2017-11-12,2018-11-12,Revoked
1422,573,Defensive Charms,Master,2024-09-18,2025-09-18,Expired
1423,573,Advanced Spell Theory,Master,2021-08-10,2024-08-10,Expired
1424,574,Potion Brewing Basics,Beginner,2021-01-22,2024-01-22,Valid
1425,574,Potion Brewing Basics,Intermediate,2018-02-20,2021-02-20,Expired
1426,574,Defensive Charms,Master,2016-12-09,2019-12-09,Valid
1427,575,Potion Brewing Basics,Beginner,2018-02-22,2021-02-22,Expired
1428,575,Defensive Charms,Master,2022-07-21,2023-07-21,Expired
1429,576,Defensive Charms,Intermediate,2015-06-22,2020-06-22,Expired
1430,577,Magical Ethics,Beginner,2024-08-23,2025-08-23,Expired
1431,577,Herbology Essentials,Beginner,2017-01-31,2019-01-31,Expired
1432,577,Herbology Essentials,Master,2022-02-27,2024-02-27,Valid
1433,577,Magical Ethics,Master,2022-03-30,2027-03-30,Valid
1434,578,Herbology Essentials,Intermediate,2017-02-18,2019-02-18,Expired
1435,578,Magical Ethics,Master,2019-12-21,2024-12-21,Revoked
1436,579,Potion Brewing Basics,Beginner,2017-03-26,2019-03-26,Revoked
1437,579,Wand Safety 101,Beginner,2016-10-06,2020-10-06,Revoked
1438,579,Teleportation Accuracy,Intermediate,2023-06-17,2025-06-17,Revoked
1439,580,Defensive Charms,Master,2021-12-24,2024-12-24,Valid
1440,580,Potion Brewing Basics,Beginner,2020-04-01,2021-04-01,Revoked
1441,580,Defensive Charms,Intermediate,2018-04-28,2023-04-28,Revoked
1442,581,Muggle Interaction Training,Beginner,2018-05-21,2020-05-21,Expired
1443,581,Dark Magic Identification,Intermediate,2016-03-29,2018-03-29,Revoked
1444,582,Wand Safety 101,Beginner,2022-07-21,2026-07-21,Valid
1445,582,Magical Ethics,Beginner,2023-12-28,2028-12-28,Revoked
1446,582,Teleportation Accuracy,Beginner,2016-01-30,2021-01-30,Revoked
1447,582,Advanced Spell Theory,Beginner,2016-01-16,2020-01-16,Revoked
1448,583,Defensive Charms,Master,2021-09-15,2022-09-15,Expired
1449,584,Muggle Interaction Training,Beginner,2015-10-11,2020-10-11,Revoked
1450,584,Advanced Spell Theory,Intermediate,2020-05-05,2025-05-05,Revoked
1451,585,Dark Magic Identification,Master,2019-08-08,2020-08-08,Expired
1452,586,Dark Magic Identification,Beginner,2015-09-17,2017-09-17,Expired
1453,587,Defensive Charms,Master,2017-01-14,2022-01-14,Revoked
1454,588,Wand Safety 101,Beginner,2025-01-24,2029-01-24,Valid
1455,588,Herbology Essentials,Beginner,2015-05-05,2016-05-05,Revoked
1456,588,Defensive Charms,Master,2015-07-23,2018-07-23,Revoked
1457,588,Potion Brewing Basics,Master,2023-06-10,2027-06-10,Expired
1458,589,Teleportation Accuracy,Intermediate,2023-04-05,2027-04-05,Revoked
1459,590,Magical Ethics,Intermediate,2024-09-25,2028-09-25,Valid
1460,591,Muggle Interaction Training,Intermediate,2015-06-30,2018-06-30,Expired
1461,591,Dark Magic Identification,Master,2017-12-09,2018-12-09,Expired
1462,591,Muggle Interaction Training,Beginner,2019-01-22,2024-01-22,Revoked
1463,591,Potion Brewing Basics,Intermediate,2020-04-07,2025-04-07,Valid
1464,592,Magical Ethics,Intermediate,2015-06-05,2018-06-05,Revoked
1465,592,Defensive Charms,Beginner,2024-04-22,2025-04-22,Expired
1466,592,Dark Magic Identification,Intermediate,2025-02-22,2030-02-22,Valid
1467,593,Magical Ethics,Beginner,2023-06-15,2024-06-15,Valid
1468,593,Advanced Spell Theory,Master,2016-05-13,2018-05-13,Revoked
1469,593,Teleportation Accuracy,Master,2015-06-01,2019-06-01,Expired
1470,594,Teleportation Accuracy,Intermediate,2016-06-17,2019-06-17,Revoked
1471,594,Dark Magic Identification,Beginner,2022-08-29,2026-08-29,Valid
1472,595,Muggle Interaction Training,Intermediate,2023-03-16,2025-03-16,Revoked
1473,595,Potion Brewing Basics,Master,2021-04-14,2026-04-14,Valid
1474,596,Magical Ethics,Master,2016-05-31,2021-05-31,Revoked
1475,597,Advanced Spell Theory,Intermediate,2017-01-28,2022-01-28,Revoked
1476,598,Potion Brewing Basics,Master,2017-07-31,2019-07-31,Valid
1477,599,Wand Safety 101,Beginner,2022-09-04,2024-09-04,Revoked
1478,599,Advanced Spell Theory,Master,2017-09-15,2019-09-15,Expired
1479,599,Muggle Interaction Training,Intermediate,2016-05-07,2021-05-07,Expired
1480,599,Potion Brewing Basics,Beginner,2023-05-11,2026-05-11,Revoked
1481,600,Advanced Spell Theory,Beginner,2020-10-09,2024-10-09,Expired
1482,601,Dark Magic Identification,Master,2017-04-04,2022-04-04,Revoked
1483,601,Teleportation Accuracy,Intermediate,2020-10-11,2025-10-11,Expired
1484,601,Wand Safety 101,Master,2019-04-20,2023-04-20,Revoked
1485,602,Defensive Charms,Master,2017-09-01,2021-09-01,Valid
1486,602,Herbology Essentials,Intermediate,2016-04-29,2019-04-29,Revoked
1487,602,Potion Brewing Basics,Master,2020-07-15,2022-07-15,Valid
1488,602,Dark Magic Identification,Beginner,2019-10-06,2020-10-06,Expired
1489,603,Potion Brewing Basics,Master,2023-10-28,2028-10-28,Valid
1490,604,Potion Brewing Basics,Beginner,2024-09-21,2026-09-21,Expired
1491,604,Potion Brewing Basics,Intermediate,2018-09-17,2021-09-17,Expired
1492,604,Herbology Essentials,Beginner,2016-11-15,2020-11-15,Valid
1493,604,Magical Ethics,Intermediate,2018-09-21,2019-09-21,Expired
1494,605,Dark Magic Identification,Master,2022-10-05,2026-10-05,Revoked
1495,606,Wand Safety 101,Master,2025-02-27,2027-02-27,Valid
1496,606,Advanced Spell Theory,Master,2018-08-26,2021-08-26,Valid
1497,606,Herbology Essentials,Master,2022-07-21,2023-07-21,Valid
1498,606,Herbology Essentials,Intermediate,2021-01-23,2026-01-23,Valid
1499,607,Advanced Spell Theory,Master,2020-03-23,2022-03-23,Revoked
1500,607,Magical Ethics,Beginner,2016-10-04,2018-10-04,Expired
1501,608,Defensive Charms,Beginner,2017-06-04,2020-06-04,Revoked
