survey_id,employee_id,survey_date,overall_satisfaction,job_spell_alignment,magical_involvement,team_relationships,management_trust_level,comment
830,830,2024-08-13,Dissatisfied,Neutral,Engaged,Neutral,Neutral,
831,831,2024-10-22,Very Satisfied,Very Satisfied,Neutral,Cold,Hostile,
832,832,2024-09-24,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Magically Bonded,
833,833,2024-04-08,Very Satisfied,Dissatisfied,Highly Engaged,Magically Bonded,Friendly,
834,834,2025-03-03,Very Satisfied,Dissatisfied,Somewhat Engaged,Cold,Neutral,
835,835,2024-05-26,Dissatisfied,Very Dissatisfied,Engaged,Neutral,Cold,Bring one dream pattern it enjoy various game speech such put.
836,836,2025-03-23,Dissatisfied,Satisfied,Disengaged,Magically Bonded,Neutral,
837,837,2024-04-28,Dissatisfied,Very Satisfied,Engaged,Hostile,Hostile,Lay grow cut environmental power former follow identify.
838,838,2024-09-07,Very Satisfied,Very Dissatisfied,Neutral,Neutral,Magically Bonded,Each next computer above job practice cut beat.
839,839,2024-07-19,Neutral,Very Satisfied,Somewhat Engaged,Neutral,Magically Bonded,
840,840,2024-06-20,Very Satisfied,Very Dissatisfied,Neutral,Cold,Neutral,
841,841,2024-07-20,Satisfied,Very Satisfied,Somewhat Engaged,Cold,Hostile,
842,842,2024-04-16,Very Satisfied,Neutral,Neutral,Friendly,Neutral,
843,843,2025-03-04,Neutral,Satisfied,Highly Engaged,Cold,Hostile,
844,844,2025-02-02,Very Dissatisfied,Dissatisfied,Engaged,Friendly,Friendly,
845,845,2025-02-24,Neutral,Dissatisfied,Engaged,Magically Bonded,Friendly,
846,846,2024-05-09,Dissatisfied,Very Satisfied,Disengaged,Friendly,Cold,
847,847,2024-07-26,Dissatisfied,Dissatisfied,Disengaged,Neutral,Cold,
848,848,2024-05-19,Very Satisfied,Very Satisfied,Engaged,Cold,Hostile,
849,849,2024-05-12,Very Dissatisfied,Satisfied,Disengaged,Cold,Cold,Simply drive case only force cold style today similar control hour.
850,850,2025-01-14,Satisfied,Very Satisfied,Disengaged,Cold,Friendly,
851,851,2024-05-26,Very Satisfied,Dissatisfied,Highly Engaged,Neutral,Hostile,
852,852,2025-03-24,Neutral,Neutral,Somewhat Engaged,Neutral,Cold,
853,853,2024-04-06,Satisfied,Dissatisfied,Somewhat Engaged,Hostile,Friendly,
854,854,2024-04-23,Very Satisfied,Neutral,Highly Engaged,Friendly,Friendly,Choose field data politics forward draw her pretty role language hand law build pretty do.
855,855,2024-12-06,Dissatisfied,Dissatisfied,Somewhat Engaged,Cold,Friendly,
856,856,2025-02-14,Neutral,Very Satisfied,Disengaged,Neutral,Friendly,
857,857,2024-07-05,Very Dissatisfied,Very Satisfied,Somewhat Engaged,Friendly,Hostile,
858,858,2024-04-01,Very Dissatisfied,Satisfied,Highly Engaged,Friendly,Hostile,Public require material adult idea activity three billion left better author down.
859,859,2024-10-11,Very Dissatisfied,Dissatisfied,Somewhat Engaged,Cold,Friendly,
860,860,2024-09-11,Very Satisfied,Dissatisfied,Somewhat Engaged,Cold,Friendly,Southern senior her your accept admit window trade evening cost quality.
861,861,2025-01-16,Dissatisfied,Very Satisfied,Somewhat Engaged,Friendly,Hostile,
862,862,2025-03-19,Very Satisfied,Neutral,Neutral,Hostile,Hostile,
863,863,2025-02-14,Dissatisfied,Satisfied,Highly Engaged,Neutral,Cold,
864,864,2025-01-01,Neutral,Neutral,Neutral,Magically Bonded,Magically Bonded,
865,865,2024-06-24,Very Satisfied,Neutral,Somewhat Engaged,Friendly,Friendly,Animal picture political responsibility activity while commercial a write especially.
866,866,2025-04-01,Very Dissatisfied,Neutral,Somewhat Engaged,Cold,Neutral,Century value him race start trip him page protect movement family wish voice.
867,867,2024-07-16,Neutral,Satisfied,Neutral,Magically Bonded,Friendly,
868,868,2025-01-24,Very Satisfied,Neutral,Highly Engaged,Magically Bonded,Hostile,
869,869,2024-04-04,Very Satisfied,Very Dissatisfied,Highly Engaged,Magically Bonded,Cold,Option executive indeed know although difficult behavior total once.
870,870,2024-10-11,Neutral,Dissatisfied,Engaged,Hostile,Hostile,Activity report occur energy glass evidence turn marriage seven.
871,871,2025-03-17,Neutral,Dissatisfied,Highly Engaged,Friendly,Hostile,Artist war century anything long time similar exist network particular fish event mouth without base.
872,872,2024-04-27,Neutral,Very Satisfied,Somewhat Engaged,Hostile,Neutral,
873,873,2025-03-14,Satisfied,Neutral,Somewhat Engaged,Magically Bonded,Friendly,Billion opportunity return west deal instead follow alone minute play forward play interview message turn.
874,874,2024-05-09,Very Dissatisfied,Neutral,Neutral,Magically Bonded,Magically Bonded,
875,875,2025-02-12,Satisfied,Very Dissatisfied,Engaged,Cold,Magically Bonded,Blood everyone according prepare fine stock ask.
876,876,2024-05-30,Satisfied,Satisfied,Disengaged,Cold,Magically Bonded,Public thing she often bed shoulder action town local debate decade Congress it.
877,877,2024-05-09,Neutral,Very Dissatisfied,Engaged,Cold,Hostile,
878,878,2024-11-10,Dissatisfied,Very Satisfied,Highly Engaged,Friendly,Neutral,Century fire go kid perhaps vote prepare team free people.
879,879,2024-07-29,Very Satisfied,Neutral,Highly Engaged,Neutral,Hostile,
880,880,2024-04-18,Very Satisfied,Neutral,Somewhat Engaged,Neutral,Hostile,
881,881,2024-05-04,Very Satisfied,Very Satisfied,Somewhat Engaged,Neutral,Hostile,
882,882,2024-11-22,Very Dissatisfied,Satisfied,Disengaged,Friendly,Magically Bonded,
883,883,2024-08-26,Very Satisfied,Very Dissatisfied,Somewhat Engaged,Cold,Cold,
884,884,2024-04-01,Neutral,Satisfied,Disengaged,Hostile,Hostile,Consumer science nearly research collection worry really.
885,885,2024-12-15,Dissatisfied,Neutral,Highly Engaged,Friendly,Friendly,
886,886,2024-09-03,Very Satisfied,Very Satisfied,Highly Engaged,Friendly,Magically Bonded,
887,887,2025-01-14,Satisfied,Very Dissatisfied,Engaged,Neutral,Friendly,
888,888,2024-09-16,Dissatisfied,Satisfied,Engaged,Friendly,Cold,
889,889,2024-12-13,Satisfied,Dissatisfied,Highly Engaged,Friendly,Magically Bonded,
890,890,2025-02-16,Dissatisfied,Very Satisfied,Engaged,Hostile,Neutral,
891,891,2024-11-29,Dissatisfied,Dissatisfied,Somewhat Engaged,Hostile,Neutral,
892,892,2024-11-13,Dissatisfied,Satisfied,Engaged,Magically Bonded,Neutral,Involve mother guy nearly suddenly parent help agency long address market hotel edge.
893,893,2025-01-19,Very Satisfied,Very Satisfied,Somewhat Engaged,Hostile,Friendly,
894,894,2024-06-30,Neutral,Very Dissatisfied,Somewhat Engaged,Hostile,Magically Bonded,Oil member guy medical voice far recognize kind new.
895,895,2024-08-31,Neutral,Very Dissatisfied,Neutral,Magically Bonded,Hostile,
896,896,2024-04-22,Very Satisfied,Very Dissatisfied,Engaged,Friendly,Magically Bonded,
897,897,2025-03-16,Dissatisfied,Satisfied,Engaged,Cold,Neutral,Student both but significant up realize technology whole analysis environment recent its can page.
898,898,2024-09-05,Satisfied,Neutral,Neutral,Cold,Magically Bonded,Data reality finish drop tonight project environment pressure nice national buy various situation body force.
899,899,2025-02-07,Dissatisfied,Satisfied,Neutral,Friendly,Friendly,
900,900,2024-06-19,Satisfied,Dissatisfied,Disengaged,Neutral,Neutral,
901,901,2024-10-28,Dissatisfied,Very Satisfied,Highly Engaged,Magically Bonded,Hostile,
902,902,2024-05-02,Neutral,Satisfied,Somewhat Engaged,Magically Bonded,Neutral,
903,903,2024-08-14,Satisfied,Very Satisfied,Somewhat Engaged,Magically Bonded,Hostile,
904,904,2025-02-24,Neutral,Neutral,Neutral,Neutral,Friendly,Player suggest central together remember yeah home could doctor record economic push offer turn say.
905,905,2025-01-23,Dissatisfied,Neutral,Disengaged,Hostile,Hostile,
906,906,2025-02-24,Neutral,Very Dissatisfied,Somewhat Engaged,Friendly,Neutral,
907,907,2025-03-05,Very Dissatisfied,Neutral,Disengaged,Hostile,Cold,
908,908,2025-03-02,Very Satisfied,Satisfied,Somewhat Engaged,Magically Bonded,Friendly,Low believe it environmental her civil environment change heart happy visit these.
909,909,2025-01-04,Very Satisfied,Dissatisfied,Neutral,Friendly,Cold,
910,910,2024-07-03,Very Satisfied,Very Dissatisfied,Somewhat Engaged,Friendly,Neutral,
911,911,2024-12-04,Very Dissatisfied,Satisfied,Disengaged,Neutral,Neutral,
912,912,2025-02-05,Very Satisfied,Very Satisfied,Highly Engaged,Neutral,Magically Bonded,Chair control event describe project source deal require type he standard Congress box life discuss fill.
913,913,2025-02-06,Satisfied,Dissatisfied,Neutral,Friendly,Cold,
914,914,2024-09-11,Satisfied,Very Satisfied,Highly Engaged,Magically Bonded,Friendly,Local away artist after least good power their too southern rather base.
915,915,2024-06-10,Neutral,Neutral,Neutral,Magically Bonded,Magically Bonded,
916,916,2025-02-16,Very Satisfied,Satisfied,Disengaged,Magically Bonded,Magically Bonded,
917,917,2024-06-23,Very Satisfied,Very Dissatisfied,Somewhat Engaged,Neutral,Neutral,
918,918,2024-06-15,Very Dissatisfied,Dissatisfied,Highly Engaged,Hostile,Magically Bonded,Notice truth process purpose let agency development between.
919,919,2024-05-30,Satisfied,Very Dissatisfied,Somewhat Engaged,Cold,Friendly,
920,920,2024-08-09,Satisfied,Very Satisfied,Engaged,Neutral,Neutral,
921,921,2025-01-09,Dissatisfied,Satisfied,Somewhat Engaged,Hostile,Cold,
922,922,2024-05-18,Very Dissatisfied,Satisfied,Neutral,Magically Bonded,Cold,
923,923,2024-08-13,Very Dissatisfied,Neutral,Neutral,Cold,Neutral,Statement require news newspaper coach lay million exactly company actually seven those southern senior civil.
924,924,2024-10-02,Neutral,Very Dissatisfied,Disengaged,Friendly,Cold,Possible state state sit live late specific base debate take boy tax others central eat.
925,925,2024-11-09,Very Dissatisfied,Very Satisfied,Engaged,Friendly,Neutral,
926,926,2025-03-07,Very Dissatisfied,Very Dissatisfied,Neutral,Cold,Cold,Which relate fill who want would worker next police.
927,927,2024-05-07,Dissatisfied,Dissatisfied,Disengaged,Cold,Magically Bonded,
928,928,2025-01-21,Dissatisfied,Very Dissatisfied,Engaged,Neutral,Neutral,Much against administration control commercial moment nothing accept they sing.
929,929,2024-08-11,Dissatisfied,Satisfied,Highly Engaged,Magically Bonded,Cold,Understand trouble government respond catch wife rate cultural cold assume truth fly.
930,930,2025-01-16,Dissatisfied,Dissatisfied,Engaged,Cold,Neutral,
931,931,2025-01-24,Satisfied,Very Satisfied,Disengaged,Hostile,Hostile,
932,932,2025-03-03,Neutral,Very Dissatisfied,Highly Engaged,Magically Bonded,Hostile,
933,933,2025-03-07,Neutral,Very Satisfied,Disengaged,Hostile,Hostile,Same range also husband whole system four make member white conference crime ten area.
934,934,2024-05-31,Very Satisfied,Satisfied,Somewhat Engaged,Friendly,Cold,
935,935,2024-05-29,Very Satisfied,Very Satisfied,Neutral,Magically Bonded,Cold,
936,936,2024-09-25,Neutral,Satisfied,Disengaged,Cold,Neutral,
937,937,2024-08-29,Very Satisfied,Very Satisfied,Somewhat Engaged,Magically Bonded,Hostile,
938,938,2024-06-11,Very Satisfied,Very Dissatisfied,Highly Engaged,Magically Bonded,Magically Bonded,Avoid argue fall live direction establish author responsibility.
939,939,2024-05-30,Dissatisfied,Dissatisfied,Somewhat Engaged,Cold,Hostile,
940,940,2024-09-01,Very Dissatisfied,Dissatisfied,Disengaged,Neutral,Hostile,
941,941,2024-10-13,Dissatisfied,Very Satisfied,Neutral,Friendly,Friendly,
942,942,2024-06-12,Very Satisfied,Dissatisfied,Engaged,Cold,Neutral,Try at provide shoulder standard I their describe cultural too toward.
943,943,2024-09-12,Satisfied,Neutral,Disengaged,Hostile,Magically Bonded,
944,944,2024-11-30,Satisfied,Satisfied,Disengaged,Cold,Friendly,
945,945,2025-03-05,Dissatisfied,Dissatisfied,Neutral,Cold,Magically Bonded,
946,946,2024-04-28,Dissatisfied,Dissatisfied,Engaged,Cold,Hostile,
947,947,2025-03-09,Very Satisfied,Neutral,Neutral,Friendly,Friendly,
948,948,2024-11-19,Dissatisfied,Neutral,Highly Engaged,Hostile,Cold,
949,949,2024-08-28,Neutral,Very Dissatisfied,Somewhat Engaged,Magically Bonded,Hostile,
950,950,2024-04-25,Very Dissatisfied,Dissatisfied,Disengaged,Friendly,Hostile,
951,951,2024-05-11,Neutral,Satisfied,Highly Engaged,Cold,Hostile,
952,952,2024-08-01,Very Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Rate her just stay degree figure image floor investment then theory.
953,953,2024-11-04,Satisfied,Neutral,Disengaged,Neutral,Cold,
954,954,2024-04-26,Very Satisfied,Dissatisfied,Engaged,Cold,Friendly,Many her join front loss word I writer when page best spend.
955,955,2024-10-19,Satisfied,Neutral,Engaged,Hostile,Magically Bonded,Where shoulder simple miss view wide for another federal not market speech space let carry create.
956,956,2024-09-16,Satisfied,Dissatisfied,Highly Engaged,Hostile,Magically Bonded,
957,957,2024-07-08,Very Satisfied,Very Satisfied,Engaged,Magically Bonded,Hostile,Education nothing while arm hotel apply far relate them compare check design necessary.
958,958,2024-10-01,Very Satisfied,Dissatisfied,Disengaged,Magically Bonded,Magically Bonded,Different data where nature figure billion really enough our reach though land.
959,959,2024-12-12,Very Dissatisfied,Dissatisfied,Engaged,Magically Bonded,Friendly,
960,960,2024-07-14,Dissatisfied,Neutral,Somewhat Engaged,Cold,Cold,
961,961,2024-04-03,Very Satisfied,Neutral,Engaged,Cold,Friendly,Skin Republican together ready tree paper give music answer arrive argue sense analysis tree forget.
962,962,2024-04-05,Very Satisfied,Dissatisfied,Highly Engaged,Hostile,Hostile,
963,963,2024-09-07,Satisfied,Dissatisfied,Disengaged,Cold,Hostile,
964,964,2024-12-19,Satisfied,Neutral,Highly Engaged,Hostile,Magically Bonded,
965,965,2024-06-01,Neutral,Neutral,Engaged,Friendly,Friendly,
966,966,2024-06-03,Dissatisfied,Neutral,Engaged,Friendly,Cold,
967,967,2024-05-16,Very Dissatisfied,Very Dissatisfied,Engaged,Cold,Magically Bonded,
968,968,2024-05-07,Dissatisfied,Dissatisfied,Somewhat Engaged,Magically Bonded,Friendly,
969,969,2025-02-15,Satisfied,Dissatisfied,Highly Engaged,Friendly,Cold,Say trial statement few close movement think.
970,970,2024-12-17,Satisfied,Very Satisfied,Highly Engaged,Cold,Friendly,
971,971,2024-12-21,Very Satisfied,Very Satisfied,Highly Engaged,Neutral,Neutral,
972,972,2024-05-19,Neutral,Neutral,Neutral,Friendly,Cold,
973,973,2025-01-11,Dissatisfied,Very Dissatisfied,Disengaged,Magically Bonded,Magically Bonded,
974,974,2024-11-16,Very Dissatisfied,Very Satisfied,Disengaged,Cold,Cold,
975,975,2024-11-25,Dissatisfied,Dissatisfied,Neutral,Hostile,Hostile,
976,976,2024-09-07,Neutral,Neutral,Somewhat Engaged,Magically Bonded,Friendly,
977,977,2024-07-26,Neutral,Very Satisfied,Highly Engaged,Friendly,Hostile,Lot majority point game artist kid right evidence song nearly interest majority.
978,978,2024-06-17,Dissatisfied,Very Dissatisfied,Engaged,Friendly,Hostile,
979,979,2024-04-27,Neutral,Very Satisfied,Highly Engaged,Hostile,Hostile,Meeting board score stuff later alone sport nation according determine control forget town.
980,980,2024-09-18,Satisfied,Satisfied,Somewhat Engaged,Hostile,Friendly,Kind explain community order cut animal read amount man gas.
981,981,2024-11-21,Very Dissatisfied,Dissatisfied,Disengaged,Friendly,Cold,
982,982,2025-03-04,Very Dissatisfied,Neutral,Somewhat Engaged,Friendly,Cold,
983,983,2024-10-18,Dissatisfied,Dissatisfied,Engaged,Neutral,Magically Bonded,
984,984,2024-07-10,Satisfied,Satisfied,Disengaged,Cold,Magically Bonded,
985,985,2024-08-20,Dissatisfied,Neutral,Highly Engaged,Hostile,Friendly,Security expert modern sort doctor data standard management although girl.
986,986,2024-05-14,Dissatisfied,Satisfied,Highly Engaged,Magically Bonded,Cold,
987,987,2025-03-03,Very Satisfied,Neutral,Highly Engaged,Cold,Magically Bonded,
988,988,2024-09-13,Neutral,Satisfied,Highly Engaged,Magically Bonded,Cold,
989,989,2025-01-20,Very Dissatisfied,Very Dissatisfied,Neutral,Friendly,Friendly,
990,990,2024-05-29,Neutral,Dissatisfied,Disengaged,Neutral,Friendly,Care training hear avoid street tonight pull head.
991,991,2024-04-21,Very Dissatisfied,Dissatisfied,Engaged,Hostile,Magically Bonded,
992,992,2025-02-18,Dissatisfied,Dissatisfied,Somewhat Engaged,Magically Bonded,Cold,
993,993,2024-06-28,Satisfied,Satisfied,Disengaged,Magically Bonded,Neutral,Forget worry full state military themselves lot east fly hear.
994,994,2024-06-28,Satisfied,Very Dissatisfied,Somewhat Engaged,Hostile,Hostile,
995,995,2024-08-08,Neutral,Neutral,Somewhat Engaged,Neutral,Hostile,
996,996,2024-06-01,Very Satisfied,Satisfied,Somewhat Engaged,Neutral,Magically Bonded,He mind game understand country participant save near sport cold physical since national.
997,997,2024-10-30,Satisfied,Very Dissatisfied,Somewhat Engaged,Friendly,Hostile,
998,998,2024-05-24,Very Satisfied,Neutral,Disengaged,Neutral,Magically Bonded,
999,999,2024-10-22,Dissatisfied,Satisfied,Disengaged,Cold,Cold,Build medical treatment task know newspaper card brother analysis three shake information however.
1000,1000,2024-05-08,Dissatisfied,Neutral,Disengaged,Hostile,Cold,
